centro_nro_registro,centro_tipo,dependecia_funcional,dependecia_patrimonial,oferta_asistecial,municipio_nombre,direccion_vial_tipo,direccion_vial_nombre,direccion_vial_nro,direccion_informacon_adicional,direccion_codigo_postal,localizacion_coordenada_x,localizacion_coordenada_y,latitud,longitud
CS6523,Otros centros especializados,Municipio,Municipal,Psicología clínica,Madrid,CALLE,de Juan Clemente Núńez,3,,28043,446841,4479243,40.46215752641652,-3.6270101520810827
CS6525,Otros centros especializados,Municipio,Municipal,Vacunación,Madrid,CALLE,de Calahorra,11,,28032,448028,4473144,40.40728912219118,-3.612511484825583
CS6529,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Pedro Laborde,25,LOCAL,28038,,,,
CS6531,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,Vía Carpetana,185,LOCAL,28047,436874,4471275,40.3896813404149,-3.743771093698844
CS6533,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,PASEO,de Santa María de la Cabeza,141,BAJO 3 Y 1ş 5,28026,439425,4471082,40.388132110184294,-3.713698284277319
CS6536,Centro de diagnóstico,Privado No Benéfico,Privados,Radiodiagnóstico,Madrid,CALLE,de Jesús Aprendiz,19,LOCAL 3,28007,443067,4473445,40.40967620374626,-3.6710022122251242
CS6538,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de San Bernardo,110,4şIZDA.,28010,440193,4475824,40.430905813730924,-3.705096012506397
CS6541,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Claudio Coello,126,ESC.B BAJO IZ,28006,441896,4476509,40.437197324860264,-3.685082462170115
CS6546,Centro Polivalente,Privado No Benéfico,Privados,Obtención de muestras,Madrid,AVDA,de las Águilas,2 ,LOCAL 3,28044,435127,4470766,40.384961848459675,-3.76430126882529
CS6547,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,AVDA,Orovilla,47,LOCAL 6,28041,441474,4467974,40.360279961319115,-3.689273172294727
CS6550,Centro Polivalente,Privado No Benéfico,Privados,Enfermería,Madrid,CALLE,de la Senda del Infante,14-16,,28035,439077,4482155,40.487856851083585,-3.718859812492862
CS6554,Consulta médica,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,CALLE,de San Andrés,35,BAJO IZDA.,28004,440336,4475605,40.42894323230062,-3.7033896759259366
CS6556,Otros centros especializados,Privado No Benéfico,Privados,Medicina del trabajo,Madrid,CALLE,de Sancho Dávila,8,Bajo local,28028,443827,4475512,40.42834850031836,-3.662228116994286
CS6559,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de San Restituto,2,LOCAL,28039,439825,4479555,40.4644896561893,-3.709787749190384
CS6563,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,AVDA,del Cerro de los Ángeles,7,LOCAL,28026,439486,4470209,40.38027211939096,-3.7128967141648013
CS6568,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Arturo Soria,353,1ş C,28033,443656,4481570,40.48291033338643,-3.6647815816848466
CS6569,Centro de reconocimiento,Privado No Benéfico,Privados,Enfermería,Madrid,CALLE,de López Grass,2,1ş B,28038,443869,4471745,40.39441609449216,-3.661400679332704
CS6570,Centro de reconocimiento,Privado No Benéfico,Privados,Aparato digestivo,Madrid,CALLE,de Panamá,12,,28036,441694,4478640,40.45638020500002,-3.6876596353893656
CS6571,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Villacarlos,18,1ş IZQUIERDA,28032,448596,4472996,40.40599110610918,-3.6058057727132766
CS6573,Consulta médica,Privado No Benéfico,Privados,Cirugía plástica y reparadora,Madrid,CALLE,de Lagasca,27,1ş J,28001,441836,4475087,40.424383066842005,-3.685659731869767
CS6582,Otros centros especializados,Otros CESS Públicos,Municipal,Planificación familiar,Madrid,PASEO,de Extremadura,147,,28011,437284,4473476,40.40953985906574,-3.7391575464668008
CS6589,Centro Polivalente,Privado No Benéfico,Privados,Terapias no convencionales,Madrid,AVDA,de Juan Andrés,60,BAJO LOCAL 1,28035,438727,4480268,40.4708323619063,-3.7228069782671613
CS6592,Consulta médica,Privado No Benéfico,Privados,Oftalmología,Madrid,CALLE,de Francisco Silvela,54,1ş B,28028,442809,4476268,40.435089565657925,-3.67429664501935
CS6593,Otros centros especializados,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,CALLE,de la Fuente del Rey,32,Planta baja,28023,434488,4478775,40.45705952739771,-3.7726540377673103
CS6606,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de Amparo Usera,40,LOCAL,28026,440214,4470995,40.38740536696481,-3.7043947440943112
CS6609,Centro Polivalente,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Guzmán el Bueno,102,,28003,439577,4477046,40.44186958904229,-3.7124740229379665
CS6610,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Poeta Joan Maragall,19 B,2ş 3,28020,441263,4478798,40.45777318689983,-3.69275710772932
CS6611,Clínica dental,Privado No Benéfico,Privados,Cirugía maxilofacial,Madrid,CALLE,de Antonio,11,,28029,440997,4479812,40.466888876157896,-3.6959884242114973
CS6614,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,del Muro,8,LOCAL,28042,450474,4480087,40.469985281216765,-3.584227003034586
CS6620,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Alcalá,301,BAJO,28027,444630,4475981,40.432627343075595,-3.6528029246737175
CS6622,Consulta médica,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,CALLE,de Saturno,39,LOCAL,28042,450821,4480491,40.47364537345099,-3.5801651844172135
CS6623,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Trueba y Fernández,16,1ş D,28016,442383,4478455,40.454761693993696,-3.6795173405743458
CS6628,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Cirugía ortopédica y Traumatología,Madrid,CALLE,del Duque de Sesto,31,Local Bajo C,28009,442749,4474878,40.42256361297596,-3.6748788311022405
CS6632,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Pediatría,Madrid,CALLE,del Diamante,12,,28021,441584,4467175,40.353089806852694,-3.6879046104989817
CS6633,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Serrano Anguita,13,ATICO D,28004,440724,4475466,40.42771879406623,-3.698802836870318
CS6635,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Aristóteles,3,BAJO LOCAL,28027,444726,4477138,40.443056603455574,-3.6517718168495295
CS6636,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Arauca,2,LOCAL 1 BIS,28033,446272,4480294,40.47158888417997,-3.633810114725314
CS6637,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,RONDA,de Segovia,2 D,LOCAL 2,28005,439112,4473473,40.40964854905992,-3.7176144635641672
CS6641,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Rodríguez San Pedro,46,BAJO,28015,439515,4475937,40.431874741969054,-3.71309947821843
CS6643,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Río Iguazú,11,BAJO IZQUIERD,28018,444670,4470785,40.38582142728902,-3.6518795553166354
CS6644,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Alberto Aguilera,4,1şE,28015,440065,4475708,40.4298516211586,-3.7065940252329916
CS6648,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de Rabat,10,LOCAL 1,28030,446715,4473335,40.40892676438057,-3.628000854745377
CS6650,Otros centros especializados,Mutua de Accidentes de Trabajo,Mútua Patronal,Obtención de muestras,Madrid,PASEO,de la Castellana,232,,28046,441719,4480088,40.46942616556199,-3.687497785329413
CS6651,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Jazmín,32,LOCAL,28033,443467,4481072,40.47841128280822,-3.666966975707388
CS6659,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Luis Gómez,7,LOCAL 3,28025,438008,4470897,40.386361303935445,-3.7303741888284723
CS6662,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Manuel Muńoz,14,LOCAL,28026,440416,4470797,40.385636151674404,-3.7019964438246404
CS6663,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Fermín Caballero,6,1Ş PLANTA,28034,440712,4482081,40.487308611562916,-3.699562122137686
CS6670,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Francos Rodríguez,54,1ş CENTRO,28039,440082,4478695,40.456761009090684,-3.7066753642252537
CS6683,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,del Jazmín,41,LOCAL 2,28033,443888,4481515,40.48243058010702,-3.6620396072258203
CS6687,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Azcona,14,BAJO,28028,443050,4476052,40.433160266058735,-3.671436022573219
CS6688,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,PASEO,de Extremadura,31,1ş C,28011,438187,4473896,40.41339094250145,-3.7285566042224603
CS6691,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Alcalá,406,1ş B,28027,445761,4476468,40.43708903439575,-3.6395109865230886
CS6693,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Arzúa,43,BAJO 3,28033,,,,
CS6696,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,AVDA,de Moratalaz,105,BAJO,28030,444556,4473029,40.40602914198507,-3.6534179755840284
CS6697,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Pedro Teixeira,3,BAJO DCHA.,28020,441066,4478527,40.45531795618934,-3.695055248638836
CS6698,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Olvido,33,LOCAL,28026,440368,4470787,40.385542632207965,-3.7025609855962656
CS6706,Consultorio de atención primaria,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Enfermería,Madrid,CALLE,de la Palma,54,c/v c/Norte 19,28015,439993,4475363,40.42673851650124,-3.707410230981368
CS6707,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CTRA,de Canillas,47,1ş D,28043,445201,4479427,40.463708548935976,-3.6463686821495287
CS6709,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de la Princesa,61,5ş DCHA,28008,439199,4475848,40.43104995364877,-3.7168162314060265
CS6715,Otros centros especializados,Mutua de Accidentes de Trabajo,Mútua Patronal,Medicina general/de familia,Madrid,AVDA,de Pablo Iglesias,36-40,C/VDR F.RUBIO,28039,439901,4477763,40.448352105624416,-3.7087217153482572
CS6716,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del General Ricardos,107,1ş A,28019,438426,4471541,40.3921937580232,-3.7255120473678067
CS6720,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,PLAZA,de Peńuelas,4,1ş A,28005,440417,4472490,40.40088763253522,-3.702143061695196
CS6723,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Doctor Casteló,52,3ş IZQDA,28009,442895,4474607,40.420132336558055,-3.6731335507942413
CS6724,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Espalter,5,BAJO IZQUIERDA,28014,441395,4473817,40.4129113340502,-3.6907410325816556
CS6726,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Pedro Laborde,62,LOCAL,28018,444850,4470890,40.38677926714173,-3.649768074875569
CS6727,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Víctor de la Serna,2,LOCAL 2,28016,442851,4478135,40.451911295961835,-3.673969451908524
CS6728,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Tembleque,22,LOCAL,28024,435531,4472023,40.39631676581725,-3.75966917337023
CS6731,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Martínez Izquierdo,17,BAJO,28028,443170,4476072,40.43334864408032,-3.670023112213806
CS6732,Otros centros especializados,Privado No Benéfico,Privados,Depósito de medicamentos,Madrid,CALLE,de Claudio Coello,126 - Escalera A,ESC.A BAJO IZ,28006,441896,4476509,40.437197324860264,-3.685082462170115
CS6734,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Hernani,17,LOCAL,28020,440481,4477763,40.44839383453169,-3.701882513539959
CS6736,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de Alcántara,3,"1ş IZQUIDA, PUE",28001,442814,4475268,40.426081403921096,-3.6741477323016447
CS6737,Servicio sanitario integrado en una organización no sanitaria,Privado No Benéfico,Privados,Medicina del trabajo,Madrid,CALLE,de Tomás Bretón,62,,28045,441446,4471843,40.39513211023944,-3.6899583706165138
CS6738,Otros centros especializados,Privado No Benéfico,Privados,Cirugía plástica y reparadora,Madrid,CALLE,del Padre Damián,37,BAJO LOCAL,28036,441867,4479121,40.46072538420402,-3.685663467735396
CS6744,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Castrojeriz,3,LOCAL IZQUIEDA.,28025,437328,4471024,40.38745450074038,-3.7383976451154113
CS6747,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de Camarena,304,BAJO 2,28047,435692,4470865,40.385897482869694,-3.7576552684229894
CS6748,Centro de diagnóstico,Privado No Benéfico,Privados,Radiodiagnóstico,Madrid,CALLE,del Príncipe de Vergara,223,BAJO,28016,442502,4478308,40.45344569134114,-3.678100671466474
CS6754,Centro Polivalente,Privado No Benéfico,Privados,Ginecología,Madrid,CALLE,del Conde de Aranda,1,1ş Izquierda.,28001,441627,4474814,40.42190911159557,-3.6880982755401686
CS6760,Centro Polivalente,Privado No Benéfico,Privados,Obtención de muestras,Madrid,CALLE,de Velázquez,25,,28001,441940,4475065,40.42419214393501,-3.684431813830234
CS6763,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Marina Usera,32,1ş A,28026,439395,4470205,40.38022947192626,-3.713968297754947
CS6765,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Cardenal Belluga,13,BAJO,28028,443550,4475810,40.43101428956507,-3.6655199477640323
CS6774,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Medicina estética,Madrid,CALLE,de los Montes de Barbanza,3,LOCAL,28031,447480,4469907,40.37809368771013,-3.6187025858114246
CS6777,Centro de reproducción humana asistida,Privado No Benéfico,Privados,Banco de embriones,Madrid,CALLE,del Marqués de Urquijo,26,LOCAL,28008,438983,4475719,40.4298720509813,-3.7193502005788246
CS6779,Consulta médica,Privado No Benéfico,Privados,Medicina estética,Madrid,AVDA,del Euro,68,PORTAL 1 BAJO,28054,436042,4468441,40.364087974336734,-3.753288804196237
CS6780,Otros centros especializados,Privado No Benéfico,Privados,Medicina del trabajo,Madrid,CALLE,de Rufino González,40,1ş IZDA.,28037,446863,4476501,40.43745746054735,-3.6265212365926693
CS6786,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de las Higueras,41,BAJO D,28011,436781,4473048,40.40564621441044,-3.7450428068420276
CS6787,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,CALLE,de Ramón Gómez de la Serna,9,,28035,438689,4481518,40.482089982227514,-3.7233760569029477
CS6788,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Calabria,5,LOCAL,28022,448612,4475787,40.43113522163204,-3.6058427202019
CS6794,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Fermín Caballero,58,LOCAL 1,28034,439954,4481661,40.48347062230563,-3.7084656292121077
CS6797,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,PASEO,de la Dirección,116,LOCAL,28039,440119,4479275,40.461988547718676,-3.706293733864311
CS6800,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Álvarez de Baena,3,2ş DERECHA,28006,441548,4476647,40.43841610630372,-3.689198013476252
CS6806,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Villamanín,39,"ESC1, P1, PTA",28011,436091,4473084,40.405917836036856,-3.7531774843998917
CS6808,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Príncipe de Vergara,211,1ş IZDA. PTA. 1,28002,442514,4478047,40.4510953121228,-3.677935529500002
CS6811,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de Guzmán el Bueno,48,T.IZDA Nş1,28015,439531,4476362,40.43570448661545,-3.7129512936821065
CS6816,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,PASEO,de Yeserías,15,LOCAL 1,28005,439692,4472379,40.39983549788742,-3.710675533613491
CS6820,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Pradolongo,1,BAJO,28041,439813,4468911,40.36860273396495,-3.708922151181953
CS6821,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Payaso Fofó,24 IZQUIERDA,1  LOCAL  27,28018,443946,4471133,40.388908022257844,-3.6604395692524334
CS6824,Consulta médica,Privado No Benéfico,Privados,Neurología,Madrid,CALLE,de Colombia,36,5ş A,28016,443090,4478671,40.45675623618571,-3.6711991073753776
